my_note,outcome,p_hate,n_words,lex_hits,script,text
,caught,0.5409871400765572,24,3,mostly_latin,"Awwww fir Bura Laga?? Bas kal tak aankh na fod liyo. Live rape dekh le Pakistan ka, legal bhi hai ye, rape obsessed chutiye"
,caught,0.5447026528729103,25,1,mostly_latin,ha huwa to h jaghe jaghe gunda gardi mar peet hattiaye rape patrol 80 or aapka apna wikaas janta ko to bhikari bana diya aapne
,caught,0.5471695274669041,31,1,mostly_latin,Mama ke dabre se bahir a gaye ho kya baat ha.chote bacha ka rape howa tha qasoor me baad me pata chala ke tum b un ke sath the.ye ha hidmat
,caught,0.5476991243003552,9,1,mostly_latin,Arshi ne bahot rulaya Shilpa ko...I hate u arshi...
,caught,0.5488568659527959,50,3,mostly_latin,Ye Ap ki galat soch hai hamaray kitne Jawaan US ki war main Wazirstan Side main Shaheed hoye. 1 lahk se zaida hamaray log Terrorism main Shaheed hoye aur ap keh rahe ho Yeh Desh Yaa Army Jo khud itne affected hai terrorism se India main terrorism organized karti hai
,caught,0.5505060252466034,58,1,mostly_latin,Kabhi ja kar Kara lo to dard malum chal jayegi ki jinhe rape hua hai wo Kis dard or mansikta se gujar rahi hai ... is liye me kisi neta ( wo bhi egoist or uneducated ( samajik tor par)  )or actor ko nhi maanta Ye log k liye sirf aam inshaan kirdase badh kar Kuch nhi hai
,caught,0.5510215835936754,3,1,mostly_latin,I hate politics
,caught,0.5514027751424571,25,2,mostly_latin,sardana kyu hindu muslim karte ho baba ne rape kiya woh jail chala gaya agar koi muslim kuch karta hai uske liya bhi kanoon hai
,caught,0.5516929694527066,25,1,mostly_latin,bihado me bagi hote the ye v wahi hai vyawastha se pareshan sipahi Kya kare.neta murga khaye aur use sukhi roti chai. I hate leader
,caught,0.5521208010126802,20,2,mostly_latin,"aur besharam Haryana k minister behuda byan de rahe hain , k rape hum se puchh k thodi hote hain"
,caught,0.5542676870156898,21,1,mostly_latin,jo bhi Hindu Ya muslims ka shabd bhi use Kare woh ache nahi Ho Sakta. He plays divide and hate politics.
,caught,0.5556529471381254,22,2,mostly_latin,@mohantyindia see @defencepk 50% Public PAGAL ho gai Bhukha mar dete hai bomb daltr hai gharope ladkiyo ka rape karte hai ?
,caught,0.5558809582271895,27,3,mostly_latin,Hote hai pakistan mein. Kabhi saala pura gaon rape karta hai ek ladki ka. Kabhi koi. Tum salo janwaro ko bhi nahi bakashte. Hahahah sale katue tharki
,caught,0.5570095484014967,27,2,mostly_latin,"Janta ka palayan, rape murder nahi dikha jo hua galat hai but uske liye kaun zimedar hai army ki sachai kya kch bhi jante bus TRP badhao"
,caught,0.5590240750076761,12,1,mostly_latin,now I hate Rohan..Rohan aur Lopa finale mai na ho assa hai..
,caught,0.5629840219935068,28,2,mostly_latin,"chakki ko to sanjay kapoor bhi to rape kiya tha clash mei...arey chutiye chakki se to rajpal yadav bhi behtar hay,rajpal y ne 75 flops/disasters nehi di h"
,caught,0.56406414381292,26,1,mostly_latin,Kya nhi yaar Teri bhahen ka mein rape nhi karunga Pehle se Vo tere se Aur tere dosh se pareshan hai hamara lund nhi se paigi
,caught,0.5657905298647187,27,1,mostly_latin,"ek patharbaj va petrol bam feknewale ko manavadhikar 10 lac ka muwavja , inaam de sakti hai to rape pidit ko kyo nahi, it means safed jhooth"
,caught,0.5659840861781382,36,2,mostly_latin,"Zillat ki jeet se behtar Izzat ki haar hai, Vikas Gupta ka kahna hai ke shilpa se sakht nafrat karte hai lekin aankh band kar ke support karte hai bhayya ye konsi nafrat hai... #BB11 @doveeyeshashtag"
,caught,0.5667710801511131,24,1,mostly_latin,Pehle ye bhi dekh lo 72% women k sath rape hota h Pakistan me. Ye mai nhi tumhari khud ki survey kehta h pic.twitter.com/ltkJTjoMsd
,caught,0.5688717747069644,14,1,mostly_latin,iit ke naam par kalank. Wahan rape kiya tha aur arrest bhi hua tha
,caught,0.5711624543826104,26,1,mostly_latin,Insane kuch log or kuch rishte to chang nahi kar sakta na kuch allah ki taraf se ho I hate life is not beautiful for me
,caught,0.5739774958147951,26,1,mostly_latin,Agar rape ka comment padkar thodi si bhi sharm ati hogi tuje apne logo pe to apne pair se chappal nikal kar apne muh par marna
,caught,0.580013415227614,30,1,mostly_latin,Chamba house mn apni he bhen se rape kar k qatal kardo aik larki se ofshore nikah karo phr use kar k mukar jao kisi ki biwi pasand aye to
,caught,0.5814021386790463,47,3,mostly_latin,Ye sari baate sab samjhte han bas humari sarkar ko samjh nhi aata wo bas Tamasha dekhti han RAPE thodi badi baat Han movie badi baat han aaj Rajputo ne apni ekta dikha di agar aise hi sab ke rape ke khilaf khade ho jaye to ??
,caught,0.5815422780158473,6,1,mostly_latin,We hate judi bola.  https://twitter.com/aru5l1ar/status/818510370188890112 …
,caught,0.582129054860845,22,3,mostly_latin,Phir se aa gayi na rape pe ! Khud ladki Hoke yehi batein karne me maza aata Hai ? Chhi chhi !
,caught,0.5829959851191364,29,1,mostly_latin,"naqab pr bolne se pahle un logo pr bolye jo rape krte h, chher chhar krte or jis din duniya ke mrd sudhar jynge insallah nakab khud ht jyega"
,caught,0.5870524549817486,15,1,mostly_latin,Vikash Ke pas jo be gaya usne shilpa Ke buraye keya I hate vikash arshi
,caught,0.5933412799633812,5,1,mostly_latin,Hate karte hai na tujhe
,caught,0.5934059816018903,39,1,mostly_latin,"I hate ur bnking pattern, garibo ki minimum balnc par unke khun ke paeso ko aap ne kata hai, garibo ko loan dene me makkari karte hai, aapki es kartut ki sajaa govt. Ko milegi, jarur milegi. https://twitter.com/TheOfficialSBI/status/952397430850428928 …"
,caught,0.5949560359505162,32,1,mostly_latin,But i hate you arshi madam priyank ne aapke baare me kitna kuch bola but use apna frnd bana liya aur baaki ne utna to kuch nahi kiya to use latka diya
,caught,0.5950485564071017,25,2,mostly_latin,Tarek Fatah Jise Kamine Ensan ko keon National Media Etna highlight karta hai.. Yeh Desh men anarchy aur Nafrat Phailana chah raha hai https://twitter.com/Shehzad_Ind/status/834093859655282689 …
,caught,0.5973088762085859,13,1,mostly_latin,yes lala ki ek ek baat sachi hoty ha I hate imran khan
,caught,0.5990129797407677,8,1,mostly_latin,9 ho jate  I hate Aamir  https://twitter.com/ItsAmR_/status/820588883192741888 …
,caught,0.5991210232381889,23,1,mostly_latin,Agar tum use support nahi karoge to tumhari nottanki dukan kaise chalege na? I hate liberals Muslims. Sharm kar ALLAH ne mus bn
,caught,0.5996887091229104,7,1,mostly_latin,"Are bhai mujhe unfollow karo,I hate Pakistanis"
,caught,0.600115469472437,13,2,mostly_latin,Aur akhilesh rape yukt serkar chalata tha ..  Khoob rape karo him bachayenge
,caught,0.6002856102952598,26,1,mostly_latin,"kisi ko afwah me mar diya to muje kya, hazaro ka rape hua usse muze kya.. meri Sarkar h mai rok ni paya use tumhe kya.."
,caught,0.6013843793326263,23,1,mostly_latin,kuch din pehle ek news aya tha ...PAKISTAN m ek ladka..murgi ko rape karte pakda gaya..tum logo ko or kuch nhi milta kya
,caught,0.6015293400269092,13,2,mostly_latin,....is saale isi ke agent ko phansi pe latkana chahiye chauraahe pe pic.twitter.com/ARI7us4xJS
,caught,0.6030839012413158,14,3,mostly_latin,abey tumhare tattu Kalbushan jese Haramkhoor or phattu yaha aa kar terrorism karte hain.
,caught,0.6072944684684733,11,3,mostly_latin,Tumhain Sharam aani chaheye is brutal Murder ko politicize karne pe
,caught,0.6077601246647716,19,3,mostly_latin,Kuttay ja K Kar rape Apni maa ka bc maa agar budhi hai toh Behan ka Kar salaay rapist
,caught,0.6110193214595392,17,3,mostly_latin,kidnap aur rape 17 saala karne wale Shaik Sayeed bawazir aur uska sathi chanchalguda jail me http://fb.me/11ZCVZA6B
,caught,0.6115442498281218,15,2,mostly_latin,kutte to tum ho..tum jaise log terrorism ke alawa kuch ni jante shame on pakistan
,caught,0.6146109079646228,17,2,mostly_latin,good bye accha h dur raho hum logo se hate u and anku ko bhi hate himmmm
,caught,0.6189258555493949,43,2,mostly_latin,"Arvind ji ,kya aap uss behan,beti ko juootha kehte hou,jis ko aap ke MLA ne Raasancard banne ke badle rape kiya tha,aap ko sharm aani chahiye jab aap bolten hain jhoothe kes main fassa diya,koi ourat jhooth bolegi kya mere sath rape hua."
,caught,0.6190352278336876,13,1,mostly_latin,yes hope surbhi char itni jaldi neg na ho i hate neg char
,caught,0.6212765502740701,9,1,mostly_latin,me sach bolti hu maano !...we hate winters :D
,caught,0.622380526218528,26,1,mostly_latin,Aur koi arguement kar lo .. reh gaya hai tou... saara din kis ka ser khaati ho? Bestie hate you... yeh bhi tweet ker rahi hain...
,caught,0.6300012295354976,10,1,mostly_latin,@HerdHUSH i hate you we need you for shilpa ji
,caught,0.6321445506763071,9,3,mostly_latin,dhamki dene wale rape ki paidaish hi hain saale
,caught,0.6339447439581292,23,2,mostly_latin,Wat is this nonsense jo witnesses mare gaye unka zimmevar kon h koi bhi lady khamakha thori khaegi ki mera rape hua #CleanChitToAsaramBapuji
,caught,0.6352445347234049,48,1,mostly_latin,Dekho @Devoleena_23 ek bat agar tune batai to kasam se tuze troll karana band karungi tu shilpa se etana jalati kyu ho akhir kya bigada hai shilpa ne tumhara jo use hate karati ho... Tumne aur shilpa ne kabhi kam bhi nhi kiya sath to problem kya hai....
,caught,0.6413759486242481,23,2,mostly_latin,Haan sahi hai ye sachai hai ki tumhara dharam gandh machata hai aurato k naam pe  Halala kervate ho rape k naam pe
,caught,0.6429740136168455,30,1,mostly_latin,Cricket k liye bs desh se awaj nikalti hai har 26m me ek rape hota hai india me koi awaj nahi aati kyo kyoki career banana hai mahan h india
,caught,0.6437659058192247,49,1,mostly_latin,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, @BJP4India on rape in #Haryanapic.twitter.com/zRgvJpu1cC"
,caught,0.6448357334769862,21,1,mostly_latin,Bharat me Muslim koun tha  tumahre maa bahno ko rape karke lutero ne  tumhe Muslim banaya tum BHE Hindu he the
,caught,0.6459725565160236,10,1,mostly_latin,@SonaliFan Yeh achcha nahi kiya yaar aapne. I hate you.
,caught,0.6486621943761153,23,2,mostly_latin,@ArvindKejriwal wo indian army se hai bhai sahab ussi army se hai jinpe tumhare JNU wale kutto ne rape jaise arop lagaye the
,caught,0.6489971860706227,26,2,mostly_latin,Abay apne indian media say bahir aaa betichod lanaat hai aisay Fir pay jis k bad bhi har saal hazaroon rape ho jate hain india main
,caught,0.6507497422888732,28,1,mostly_latin,Kiu kuch log chehre pr dohra chehra lekr ghumte h jese h wese kiu nhi dikhte sabke samne kuch or alag m kuch not i just hate them
,caught,0.6526043735109486,50,1,mostly_latin,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryanapic.twitter.com/5sdkYCXHI3"
,caught,0.6526043735109486,50,1,mostly_latin,"Sarkaar ko puchkar to ye maamle nahin hote. Ye to aadikaalon se hote rahe hain. Ye hai ki kabhi kam kabhi zyada hue hain. Jaise jaise social activities aur jansankhya badhti jaa rahi hai, us tarah ki ghatnayein badhti jaa rahi hain: RK Saini, BJP on rape incidents in #Haryanapic.twitter.com/5ejRCZxq65"
,caught,0.6545578698497216,26,1,mostly_latin,@RahulReply Rahul Ko Khud hi lgta I hate him. Helpful hai. Achi baatein krta. Flirt krta hai Boht. Kuch Kuch hota hai Rahul tum ni samjhoge.
,caught,0.655760698307702,22,1,mostly_latin,Bhai kaya choice h wha . India hate arshi khan . I can bet . Jutte na parre iscey kahe bahar jakee
,caught,0.659912274793593,24,2,mostly_latin,"Mp. Mai kisaan mar diye, vayam ghotala hua aajtak shivraj chauhan ko bacaha rakha hai. Hariyana mai jaat andolan mai ladkiyo ke rape huye"
,caught,0.6604476271199765,20,1,mostly_latin,"“Bhagwan Ram was an asshole – Prophet was Rapist”, Shehla Rashid’s Ruthless Hate speech https://www.aajkiawaaj.com/bhagwan-ram-was-an-asshole-prophet-was-rapist-shehla-rashids-ruthless-hate-speech/ … via @Aaj Ki Awaaj"
,caught,0.6625059360417932,43,1,mostly_latin,Pata Ni kya hoga  is Desh ka...ek movie ke banne se itna Bawal so Gaya....BC Rajasthan mein Sabse jyada rape hote h ....tab kaha chale jate h ye karni Sena wale....child marriage bhi waha se hota h Sabse jyada...tab kaha ghus jate h....
,caught,0.6644260822244864,27,1,mostly_latin,@ArmaanMalik22 am feeling sad.  haam Saab ne vote kiya but tm nominated nhi huye. Unn logoko talent k koyi parwa nahi..  I hate dis ppl https://twitter.com/TeamArmaanians/status/818669151304749057 …
,caught,0.6645204818384055,27,1,mostly_latin,"tumhari tou india main har female ka rape hua wa hai, tum hara tou har bacha he haram ka hai tou tumhe bachoon ka kiya dukh hoga"
,caught,0.6675261783136809,25,1,mostly_latin,Manoj upadhay Teri beti asharam rape victims hoti ya apki biwi soti aapke baapu ke saath  u sure post here. .thanks bapu bolte. .sudhar jao
,caught,0.6726703714971113,28,2,mostly_latin,Tri maa ka rape kea tha pakistanio nay haram k pilloon. Himmat tm kutto ma hti nae.. aao LOC py maa bhen tmki na bhagaie to khna haramzaday
,caught,0.6732231081581395,46,2,mostly_latin,Ye vo murge hain jab kasai ek murge ko kaatne k liye nikaalta hai tab vahi chilata hai baaki sab dekhte hain yahi haalat aaj daleep thakur jaise logon ki hai naa to ye rape kaa virodh karte hain aur naa hi padmavati jaisi film kaa
,caught,0.6760599621304408,14,1,mostly_latin,vo pta chalra h modiji ko jis vajah se hate kr re ho tum
,caught,0.6800638439920905,21,0,mostly_latin,"Ab desh me ek Tanashahi jaisa mahool ho gaya ,Jo accha kam karega usko khatam hi karna hai.....hate this judiciary,election commission,President.."
,caught,0.6805701439745915,20,1,mostly_latin,Anil Nagpal jo kundali ka v writer  hai..uska dhiyan ab kumkum se jyada kundali par hai .i hate kundali yr..
,caught,0.6813003471990984,12,3,mostly_latin,kitni gaand jalti hai bhai teri even srk fans hate u chutiye
,caught,0.6827360273566597,52,1,mostly_latin,Jub kis larki ka rape hota hai jaisay aj kal Pakistan main ho raha hai to woh mar jahi hai hain air us ki tadfeen kay bad aziz o aqarab un kay ghar jatay hain aur us kay walid aur qareebi rishtar ko kay sath afsos kartay hain aur kehtay hain #Allah_Ki_Marzi.
,caught,0.6842852310257573,4,1,mostly_latin,All hate you @imjadeja
,caught,0.684688802944877,21,1,mostly_latin,Badsha bhag gai bat kar k had he koi  zaban deke aise mukar jae afsoos he shaikh sb i hate u
,caught,0.6868085045037415,26,2,mostly_latin,Yeh social side he humare desh me nafrat peda karte Hai hakikat kishe ko PTA nhi note dono ek dosre k nafrat wale video upload.karte hai
,caught,0.6911264625292048,52,4,mostly_latin,"Rape Toh Tum janti ho Sab se jada porkistan mein hota hai. Baap apni beti Ka. Beta ami ka and yeh sab allowed hai. Tum Khud janti ho Tum kitni baar so chukie ho abba ke sath, porki ho yaa rape yaa terrorism Aur kuch hai karne ko tumhare neech desh mein?"
,caught,0.6924626164742792,15,2,mostly_latin,Jaha dekho waha rape rape koi kuch bolega bhi kese unke hi admi jo he
,caught,0.6935058331519587,26,1,mostly_latin,"Asaram ki rape sperm ki oulad ,how many medical visas tum logo ny issue kiya ,give details.. Tum logo nay kon sy free diyya hea Chutiya."
,caught,0.6942712157152522,22,2,mostly_latin,chal na gunda manvr manu ka chamcha i hate m2 piche piche chugliya karta hai manu ke sath ghar ganda bna rak
,caught,0.696124234441207,29,2,mostly_latin,"Mohmad kesa prophet, uske hi blind follower ki 6 saal ki beti ka rape kya or tum mulle aaj tak apni ma betiyo ka rape karte or karvate ho"
,caught,0.6976389617974158,27,2,mostly_latin,matlab muslim hindu ladkiyo ka rape kare tumhe bura laga ab jab hindu hindu ladkiyonka rape kar rahe hai tumhe maja as raha hai ??? Knu bhai
,caught,0.6978580197179368,19,1,mostly_latin,Bani ko final tk v nehi Jana chahiye...I hate Bani...uss se jyada lopa best hai...Bani ghara ki irritation hai...
,caught,0.6994619786017379,7,1,mostly_latin,I HATE YAHYA JAMMEH. Sa chapi mamitimam
,caught,0.7000113836624003,12,1,mostly_latin,Muze bhi lgta hai...Achha hua yr yehi dono hue...I hate these both
,caught,0.7043817012719867,22,3,mostly_latin,@TarekFatah agar tujhe islam or muslims se itni nafrat hai.... to phir tu hindu kyoun nahi ban jata jaahil insaan....u retarded shit
,caught,0.7045712619008514,20,3,mostly_latin,Kuch indians itne ghatiya ho chuke hain k cricket ki baat kro tu terrorism k randi rone shru krdete hain
,caught,0.7086414191715842,21,2,mostly_latin,"#BJPinsultsBapu Subhash Chandra Bose ji, Bhagat Singh ji, Azad ji real krantikari the Gandhi was cunning selfish politician. I hate gandhi"
,caught,0.709243654171,28,2,mostly_latin,"Hate yaar hate as much as you  par ek baat yaad rakho, ""pehle apni #level  ko unke jaisa kr do firrr bolneke ke layak ho"" fuck off ratherpic.twitter.com/piG5L69VYP"
,caught,0.7101397618061289,22,1,mostly_latin,#biggboss11 arshi kitna bhi galt bole... shilpa k liye hum sb ko pata h wo kaisi h... i hate u arshi khan
,caught,0.7141185162377998,9,1,mostly_latin,that's y I hate Ranveer jo aaj pta chala
,caught,0.7249064416529836,22,2,mostly_latin,@imrc_rajesh @saurabhtewari76 veer i hate you. usne aaj #rangeela ko ghoda bana diya. uska maa kal #rangeela ko kutta kaha @lifeok @rahilq
,caught,0.725189895242982,19,1,mostly_latin,"Phele toh rohingya Muslim ne Buddhist,hindu logo ko mara,rape kiya,conversion kiya aur ab apna Randi Rona ro rahe hai"
,caught,0.7260498780921856,19,1,mostly_latin,"Gujarat me to khud BJP ke karyakarta o ne rape kiya he, kyu chup ye log @News18India @awasthis @sambitswaraj"
,caught,0.7282427476941282,15,1,mostly_latin,i am anti Prakash rai no......... Prakash raj...... because i hate him.......his attitude....... https://twitter.com/ndtv/status/954017304219566080 …
,caught,0.7285168658523351,28,2,mostly_latin,Tujhe sharm aani chahia tuchhe koi Teri bhi beti ke sath Rape kar sakta hai . Betiyo ki ejjat karna shikh le budhhe . Tujhe bhi marna hai.
,caught,0.7318740530842773,26,1,mostly_latin,oh god.i told u na.first day jab adi ki ek v scene tak nhi hua tha tab se sab bol rahe the aditi i hate u.
,caught,0.7338766921144946,13,1,mostly_latin,ji ...mujhe to sardaron par bane jokes bhi pasand nahi ...i hate it
,caught,0.7339166316637316,21,1,mostly_latin,Tum sare BJP wale mil kar mahilao ka rape karte ho aur empowerment ka gana gate ho. Sharm nahi aati tumko?
,caught,0.7370766317552409,26,3,mostly_latin,Bjp ka haal itna bura hoga ki ye khi k nhi rahenge har chiz k bhooke hn. Koi rape karwata koi taskari koi corruption koi dange
,caught,0.7376404124524201,22,1,mostly_latin,Galti sab se hoti hai par 125cr. Logo ko fark nhi padta hai par tumne jo aaj kiya I hate u man
,caught,0.7463537757564511,27,1,mostly_latin,@KapilSharmaK9 bhai mai aapke sath hu aapne unhe banay hum to jante bhi nahi the unhe unki shakal dikhi to t.v switch of hate you sunil all
,caught,0.7471352694158736,18,1,mostly_latin,Ashu bhaiyya ye kya ho raha hai. Shilpa ki PR jake vikas ko support  i hate this triparna
,caught,0.7474536729285987,17,2,mostly_latin,I hate Sony Manhus channel main to dekhti hi nhi thi Bus EdKV ke liye dekha tha
,caught,0.7511207979431542,28,2,mostly_latin,Hina bahut jhut bolti hai fir manti bhi nhi hai Maine ye bola jab salman bolte gain to bolti hai ho sakta hai. I hate your paltu behaviour....
,caught,0.7517771383115663,16,1,mostly_latin,I hate it jab koi mere doston se fuzool mein frank hone ki koshish kare :/
,caught,0.753303157123379,20,1,mostly_latin,@ArvindKejriwal ...are chutiyo. tumhare vidhayak kisi ka rape karte h aur bolenge mai dalit hun..kyu bdnam kr rhe dalit ko
,caught,0.7547113433740499,14,1,mostly_latin,i hate it when ramiz raja comes on!!!! buri nazar ye hi lagata hai
,caught,0.760712999659999,13,2,mostly_latin,Hate ke siwa kya janenge jo Idea of India se nafrat karte hai
,caught,0.7614800633416546,22,2,mostly_latin,"jis chutiye ne,  bhansali ko ek thappad lagne par ""HINDU TERROR "" naam de diya tha....ye sab uski ammi ke shauhar... http://fb.me/1307Mb5nV"
,caught,0.7617966642616749,23,2,mostly_latin,Chal re bhikmange apni aukat anusar batkar.Khud bhik mange dusare ko anguli dekhatihai.Maine kaha na I hate Pakistanis.So I block U https://twitter.com/writetoghazni/status/819585590874279938 …
,caught,0.7629395842941115,45,2,mostly_latin,Now i hate #ColorsTV show #EntertainmentKiRaat ye kya tarika hai joke banane ka shilpa ji ki insult kar dali jokes ki apni limit   hoti wo bhi jispe joke kar re wo waha pe hai bhi nahi hate this so no respect for women #ShilpaShinde #WeStandByShilpa
,caught,0.766360359127114,44,4,mostly_latin,"Gashti ki bachi hay tu. Woh kanjar parliament jo zainab kay rape or qatal pay na jagi, wohi parliament lanat bhainy pay jag gyi. Or tera baap phoolon ki salamian lay raha hay helicopter say. Lanat tujh pay,terah bap pay, or tumhary supporters pay."
,caught,0.7679825062917262,40,2,mostly_latin,"Film padmavati ka virodh karne wale wo hi hai jinhone gareeb dalit phoolandevi ka rape kiya tha.aaj ye film padmavati ko hindu dharm ki prathistha ka sawal bata rahe hai ,me inse puchna chahunga ki kya phoolandevi hindu nai thi."
,caught,0.7730979836136241,18,2,mostly_latin,I hate dis line 2....i mean shaadi ka koi mtlb hi nehi hai sirf or sirf rasme mai
,caught,0.7763236564040319,26,3,mostly_latin,in ka vikaas nafrat n hate ka vikaas hai jo sirf vote ke liye hai33 mahino main modi ne nafrat ki aandhi chalayi magar desh samajh
,caught,0.779238696970715,19,2,mostly_latin,@msdhoni .....mahi. ...tu kutte  ka baccha  nikla. ..kya yarr...maa kasam.....just hate u...bhen ke laude. ..teri maa ki bhosdike. ..
,caught,0.7794543486059676,24,2,mostly_latin,What's wrong with Sapna... Samjhti kya hai... After Hina I hate her... Kitna attitude hai... Karna kuch nahi hai bas bakwas karni hai.... #BB11
,caught,0.7812185808968547,37,4,mostly_latin,Bhai yeh Sena tab kidhar thi jab terrorist attack hota hai....yeh kidhar hoti hai jab brutal rape hota hai...Sad to see this hope they do something for nationa rather than Sanskriti...kyouki desh nahi toh Sanskriti Kya karegi
,caught,0.7820886864670399,8,1,mostly_latin,Akkhi ki fan thi ab I hate him...
,caught,0.7842688447806375,7,2,mostly_latin,"dafa ho. I hate chai, Bhool gaye?"
,caught,0.7873288320651612,22,3,mostly_latin,Han be Rapist Muhammad ke follower.madarchod paegambar Muhammad ne 6 sal. Ki ladki ka rape Kiya Tha...or wo chutiya tumhara god Hai
,caught,0.7929892073100197,53,2,mostly_latin,Are beshram m.p sahiba ye baat to sahi he ki kai sallo se rape ho rhe he ye batane ke liye tumhari sarkar nahi bnwayi thi kuch upay nikalo ki rape kuch kam ho ya tumhari sarkar b yahi kahti he ki sallo se chalii aa rhi kuriti me hi jiye aam log
,caught,0.7930264049870746,13,1,mostly_latin,@lopa9999 I hate you flopaaaa  aaj tumhara such bani layegi sab ke samne
,caught,0.79362387546167,23,1,mostly_latin,I hate this person Jo desh ke rastra gaan ko ijjat nahi deta usko Indian team me bhi koi jagaha nahi deni chahaiye
,caught,0.7949304760676923,17,1,mostly_latin,@baniisbae @saneyaj @bani_j @meghamathur42 aaj jo tumne kiya hai na manu anty iske baad ..i hate you
,caught,0.7964608555041787,33,2,mostly_latin,ek ate h shilpa shilpa bolne wale fir ate h vikas vikas bolne wale fir ate h hina hina bolne wale fir kuch pagal ate h shikas shikas i hate this shikas word
,caught,0.7992091324508899,4,1,mostly_latin,We hate naam sethi
,caught,0.7992583824950462,26,1,mostly_latin,"#INDvPAK Apne Desh ki national game   hockey hai,,, usme aj india ne pak ko 7-1 se hraya hai,,cricket Angrejo ka khel hai ,, i hate crik"
,caught,0.7996676870065108,11,1,mostly_latin,I hate you sakshi mahraj kyu dusmani hai unse aap ko
,caught,0.8004482418997075,46,3,mostly_latin,Raju shri jaise ghatiya entertainers hote hai jo paise ko liye kisi bhi had tak kisi ko bhi bol shkte hai raju shri bhul gye ki public agar upre lati hai to niche lana bhi janti hai I hate raju shri u r a disgusting Entertainer
,caught,0.8079266142583568,15,2,mostly_latin,"@alee5386 I hate you so much aaaleee , tum chor kar mujhe so kaise Gaye??!??"
,caught,0.8105511566405861,24,6,mostly_latin,teri Gand ka Rape to Bandar or Kuttay krte hain isi lie teri Shakal bandar ki Tatti jesi hy madarchood bhosri k Gay Hijre
,caught,0.8191482713802919,15,1,mostly_latin,same I hate him too.....kamina abhi zameen se nikla nhi hai puri tarah aur harkate
,caught,0.8299562791964634,3,1,mostly_latin,I hate gupta
,caught,0.8311485344401058,42,3,mostly_latin,"Mard suwaro jaisa yea kutia jaisa bachhe paida nehin karya.. tumsab aur suwar mein koi fark nehin , aj pura dunia hate karta hain, aj rahul jaisa ek mulla patost bhi janeu lekar nikal pada hain, sudhar ja nehin to Shambhulala ajyega."
,caught,0.8336513800134234,13,1,mostly_latin,Ab se main bhi locki ki sabzi naho khaungi I hate this sabzi
,caught,0.8363135588086208,18,1,mostly_latin,Hate U Arshi Khan.. Hindustan Ki Awam Dekh Rahi Hai Dushman Se Dosti Tumhari..Ye Game Hai Ya Pyar..
,caught,0.8371632155752378,9,1,mostly_latin,Yaar I hate this weather  barish krwao ajati hun
,caught,0.8482443853888846,20,2,mostly_latin,Tumche gambhirya disale amhala Mahad durghtnechya veli... Shame on Prakash Mehta...we hate corruption mind it.. guilty asal tar sodnar nahi
,caught,0.851856895548796,21,1,mostly_latin,I hate these muslim molvis n hindu babas jo dusro ki khushiyon Ko daba ke khud itne maje lete he chupke.
,caught,0.8604690569890633,3,1,mostly_latin,I hate thand
,caught,0.8658011379756578,23,5,mostly_latin,"are chor saale lalu, mamta,rahul gandhi, vadra ye saare bhi junda hai abhi, bolti band ho gayi gandu teri hate u . Rascal"
,caught,0.8723366802959248,15,1,mostly_latin,Bani k sath galat hua h .. I hate u both Mannu n manveer !!!!
,caught,0.8812865848663217,40,3,mostly_latin,Tumhe israeli kutte ke sath selfi nahi leni chahia thi....kiya tumhare ghar bachche nahi he....kiya tumhare ghar bahu...beti nahi he.....agar un ka rape ho to aap ko kaisa lageaga...tab bhi aap islaeri kutte ke sath selfi lete......sham on you bacchan
,caught,0.8868459746014249,40,3,mostly_latin,Mera jawab un shilpa hatters ko hai k sunobe sale kamino tum jake kahni marjao...apna kutta giri mat dikhao.Shilpians @ShindeShilpaS k liye mar mittneko tayar hne.tum apna hate Hume mat sunao apna ek group banao usme discuss karo. Kuttooo..#ShilpiansStrongerTogether #Shilpian
,caught,0.8953947098617514,24,4,mostly_latin,...I hate Gaddar Indian Behuda Mulla-These Molwi-Muslimo ko Gandi & Barbaad Soch de rhe h..ye Islam ke Dusmn=Islam ko Kbr me Dalege-Aamin https://twitter.com/TarekFatah/status/876279303742402561 …
,caught,0.8992130602110229,14,3,mostly_latin,"Karachi ko support karnay wali bachiyan bhi ugly hen, i hate this yaar. nonsense"
,caught,0.8994851520035532,15,1,mostly_latin,Rajneeti ko gandhwa diya ha in sapa Congress ne I hate this type of rajneeti
,caught,0.9187530542937272,10,1,mostly_latin,"I hate this ""ngalusa mina"" nonsense. Inobuphuma silwe phakathi nje."
,caught,0.9237256145145203,20,5,mostly_latin,I hate hate hate hate this filthy woman lopamudra..koi bhi angle se lagta nahi India ko representkihai @lopa9999 @TeamBaniJ @RealVinduSingh
,caught,0.9273461180863091,3,1,mostly_latin,i hate Dhanapur
